,0
1176,kpai punya sebutan lain kah kok seperti perusak atau penghancur harapan anak2 bangsa coba dibuka semua datanya kerjanya apa aja banyak hal yg lebih penting untuk diurus kpai daripada ini apa karena belakangnya djarum jadi karena perusahaan gede mama berpikiran duitnya bisa diperas banyak juga shame on you kpai bubarin aja ga rela uang pajak gw buat bayar org2 kyk begini
1177,ngarep bumn yg kasih beasiswa beasiswa bochor
1178,ke anak kampret dong
1179,yang punya anak aja ga merasa anaknya dieksploitasi malah merasa dibantu oleh pb djarum kpai bukan melindungi anak indonesia tapi merampas masa depan mereka yg bercita2 menjadi atlet badminton apa ini yg namanya melindungi anak indonesia bener ahok harusnya dibubarkan saja
1180,ane punya tmen yg beasiswa djarum beberapa org sampe skrg hubungan baik a ma alumbus beasiswanya ane rada iri dengan kekompakan mereka dan mereka puun sangat bersyukur dkasih beasiswa ama djarum beswan djarum semangatmu generasi yang membanggkan bersama beswan djarum
1181,nah ini nyata nih orang tua dan anak yang menjadi korban dari adanya kebijakan kpai ane miris dengan paragraf terakhir yang mana orang tuanya engga pengen anak nya jadi kaya dia di masa lalu dan mengira pb djarum sebagai secercah cahaya bagi anaknya agar tidak bernasib sama denger denger ini kebijakan di ganti lagi bakal ada audisi lagi bagus kalo memang begitu walau sudah meninggalkan lubang menganga ya di hati pb djarum semoga pb djarumnya juga masih mau deh biar anak anak kita terus maju
1182,gimana nasib calon atlit2 kita nanti
1183,mampuss seto cs terus di skakmat dari dulu kemana aja kalian kalau memang pb djarum ini beneran eksploitasi anak kenapa tutup mata baru sekarang aja kaing kaing apa karena ada yg kasih makan gk heran kalau banyak generasi berprestasi lebih suka kasih prestasinya buat orang asing dimari sering direcokin mulu
1184,anak2 yg kelak menjadi pebulu tangkis handal kita harus dilindungi dari kpai
1185,ya mungkin gak dapat pelicin mangkanya di kasusin
1186,kpai benar kok mereka bertugas melindungi anak anak bukan masa depan mereka
1187,kpai minta setoran kyknya
1188,bubar bubar wkwkwk
1189,kpai survei ke anak2 onta gurun mungkin dasar kpai totol kalo ada petisi pembubaran kpai gw auto ikut
1190,yang awalnya cetusin eksploitasi ini lsm lenteraanak bre mereka yang rekomendasiin ke kpai gw liat di twitternya pada intinya omset djarum naek terus gw ga tw juga paper mereka kredibel apa ngga apalagi survey nya yg jelas 2 lembaga ini ngawurrrr
1191,hanya komplain ngasih solusi kaga namanya kpai komisi perlindungan anak indonesia mungkin lebih senang lihat anak2 indonesia main pubji atau mobile love daripada belajar berprestasi dan bersosialisasi in real life
1192,yup sangat disayangkan lah pokoknya gan memang djarum rada lebay tp tidak salah juga sih menurut ane kalo ane jadi djarum pun pasti kecewa setelah memberi sumbangsi kepada negara eh tiba2 gak ada angin gak ada hujan langsung dituduh eksploitasi anak ane punya tmen yg beasiswa djarum beberapa org sampe skrg hubungan baik ama alumbus beasiswanya ane rada iri dengan kekompakan mereka dan mereka puun sangat bersyukur dkasih beasiswa ama djarum
1193,skrg aja sebenernya pendapatan djarum dari rokok secara grup ud ga signifikan dibawah 2 persen yg besar malah bca agan kerja di djarum kah
1194,ketika ada bullying di sekolah kpai kemana
1195,ngapain kasihan sama kebodohan
1196,bila duit telah bicara adakah yg lebih raja setiap hari berapa juta batang rokok hinggap di bibir orang aceh sampai papua tapi utk bina generasi muda kita mendadak miskin papa
1197,yg getol ngelaporin katanya lentera anak kpai yg eksekusi dg tololnya tanpa survey dan liat data datanya dlu atlet ato calon atlet itu yg bener pengen gapai cita cita pasti gk bakal mau ngerokok nah beda ama pemain bola cem diego micel yg doyan hura hura di diskotik plus ngerokok
1198,woi kpai dimana2 anak2 mulai ngerokok bukan krn ngeliat iklan tapi krn ngeliat temen2nya sendiri termasuk gw
1199,jangan cuman komentar saja bikin penelitian tandingan yang menyangkal penelitian yang dijadikan dasar kpai lah
1200,ganti aja jd l a badminton academy
1201,memang perspektif pertama kali dengar dari pb djarum berbau rokok tapi semakin kesini sepertinya hampir semua masyarakat tau bahwa djarum sering memberikan beasiswa dan semacamnya kan
1202,kpai kumpulan org2 dungu keknya
1203,mungkin kpai lagi ngeprank
1204,mampus dah kpai dihantam kanan kiri
1205,ketika djarum sudah tak lagi bisa untuk menjahit karena mereka taunya djarum itu dibakar bukan ditusuk
1206,bener sepertinya pertanda bahwa bulutangkia juga bakal direcoki para elite dan mafia kayak sepakbola sayang kalau bulutangkis jeblok kayak sepakbola salah satu olahraga yg bisa dibanggain indonesia dan minim kasus juga
1207,kalo presidennya ahok uda abis tuh digoblok goblokin dianjing anjingin orang2 kpai
1208,komisi wohh udh dapet komisi dari kemenpora ya kpai dasar lembaga goblok yg suka ngais2 komisi diluar malu ama status komisioner tukang cari kardus diluar jabatannya
1209,akur gan kredibilitas statistik data hasil uji mesti selalu di update bukan cuma ngandelin nilai lama
1210,jadi kalo audisi pb djarum itu eksploitasi anak terus kalo audisi the voice teen masuk dalam eksploitasi anak ga
1211,kasian anak anak yg berbakat dan yg merasa tidak di eksploitasi harus mengubur dalam dalam niat dan impian ny untuk mendapatkan beasiswa
1212,mungkin sebentar lagi para orang tua yg menyekolahkan anaknya akan dikenai sanksi juga sama kpai karena memaksa anak untuk berprestasi
1213,aneh ya makin kesini yg berdasi ini makin banyak tingkahnya haha
1214,coba cek hasil binaan pb djarum yg sekarang udah sukses apakah mereka merasa ingin merokok krn mau balas budi ke djarum pendapat nya seto kan nantinya takut anak akan merasa berhutang budi sama rokok dan berdampak psikologis
1215,emang nggak logis sih keputusan kpai ini niatnya mau bikin gebrakan biar keliatan kerja tapi malah goblok nya yang keliatan
1216,kasihan kpai tapi mereka bodoh sih jadi wajar saja
1217,mending kpai urusin aturan penjualan rokok utk anak dibawah 18thn dorong untuk diperketat lagi biar ga bs sembarangan yg menjual ataupun yg membeli semoga ada jalan terbaik
1218,jadi tepat donk klo pb djarum berhenti audisi 2 2 kenapa pd protes pb djarum berhenti klo gw yg punya gw juga bakal stop udah wasting money buad brand image jd bagus malah dituduh eksploitasi
1219,nah ini ane juga bingung bre survey nya kpai k mana dan pada siapa saja yak
1220,setuju gan bahkan dari jaman sekolah sampai kerja pun banyak disekeliling gue yg merokok sekaligus menawarkan dan membuat saya untuk mencoba rokok tapi saya tetap menolak apalagi dikalangan para atlet yang tahu dan sadar akan pola hidup sehat jadi ingat saya pernah ditawarkan rokok oleh teman kerja dia bilang rokok adalah teman paling setia di dunia ini saat senang susah duka bahkan saat di toilet pun rokok setia menemani pernah juga ada yang bilang kalau rokok itu bikin sehat makanya pasien yang ada di rs tidak ada yg merokok dokter pun tahu kalau rokok bikin sehat makanya banyak dokter yg merokok serta analogi konyol lainnya yg bikin geleng geleng kepala tapi tetap tidak berhasil membuat saya tertarik merokok
1221,kl dihentikan audisi djarum gk rugi dr s gi bisnis krn ini ada organisasi non profit utk apa setor jatah preman dr cukai rokok aja sdh byr trilyunan dak perlu iklan lewat badminton org yg memang perokok pasti tetap beli rokok cuma uang yg dipikiran mereka
1222,pakpres mana nih kok kpai gini amad
1223,hahaha lucu bener dramanya kpai ini gobloknya sampe ketulang
1224,anak pa yang lebih doyan teriak teriak sambil bakar bakar atau lempar lempar daripada olahraga yang bener
1225,aku kok jadi ikutan sedih spoiler for jangan dibuka bantu thread ane gan 1 url 2 url 3 url
1226,kpai anjing
1227,ada ada saja tingkah laku kpai ini jelas jelas sejak awal urusannya cuma buat membentuk atlet bulu tangkis kok dikira eksploitasi bikin greget aja
1228,info terbaru suratnya kpai di tarik batal ya
1229,kpia komisi penghancur impian anak
1230,kira2 agendanya apa ya dalange sopo
1231,pertanyaan yang sangat tepat kpai melakukan survey kepada siapa berapa jumlah samplingnya margin of errornya berapa persen wey kpai kalau goblok itu sendiri saja jangan ajak yang lain
1232,tukang surveynya kasih makan ini
1233,bukannya ini termasuk csr nya djarum untuk lingkungan ya harusnya diapresiasi dong karena djarum sudah berkomitmen seperti ini bukan malah dicekal dengan alasan eksploitasi anak mamam tuh bully dari masyarakat bilang aja mau minta sangu
1234,jadi inget kasus anak ahmad dani yg diperhatikan malah bkn anak korban
1235,i stand with kpai bray
1236,semoga bakat bulutangkis nantinya tifka semakin menurun dannn semoga semakin banyak perusahaan yg mau memfasilitasi bulutangkis dalam berkarya
1237,ada gak yg beli rokok di warung sy mau rokok ini karena liat badminton open
1238,hingga audisi pb djarum ini biarkan lah menjadi kenang kenangan yang manis pada masa lalu dan sebuah mimpi indah bahwa dahulu pernah ada nya audisi pb djarum di negara kita ini seindah apapun sebuah mimpi pasti akan selalu berlalu kuburlah mimpi indah tersebut jangan biarkan mimpi indah yang tidak sampai itu menjadi nightmare wajah bapak dan putrinya bener bener priceless
1239,mungkin anak pemain sepak bola yg di survey
1240,bisa jadi begitu tapi bisa jadi juga pengen ambil alih lalu pake dana negara karena di dalam jajaran ketua kpai ada pemilik sampoerna rokok karena sampoerna ini tau duid gede ini ada persaingan bisnis dan duid juga
1241,hhh nambah masalah aja
1242,menurut suyudi kpai harus bisa lebih bijak dalam memberikan tuntutannya dia mengakui brand djarum yang dikenal sebagai brand rokok kini lebih dikenal dengan djarum foundation sebuah jalan untuk bakat anak saya orang tua tidak merasa djarum brand rokok mengeksploitasi anak kami dalam penjualan rokok sudah jelas dari audisi hingga asrama pun sama sekali tidak ada rokok katanya iklan rokok dimana2 juga ga ada yg menampilkan orang lagi ngerokok malah yang dimunculin sama sekali ga ada hubungannya sama rokok dan kalo boleh dibilang sekelas djarum udah ga butuh iklan lagi karena budaya merokok udah mengakar di masyarakat
1243,bingung ane juga itu kpai sama lentera anak kok tiba tiba men judge pb djarum karena eksploitasi anak baru kepikiran sekarang karena apa dan siapa gaada asap kalo gaada api siapa orang iseng dari mereka yang pertama kali nyeletuk bahwa si pb djarum ini eksploitasi anak
1244,patut diduga ada yang dompleng kasus ini
1245,kpai pengen keliatan kerja eh malah keliatan dongoknya
1246,quote ini aja
1247,komisi yg dibentuk skg kerjany gak ada yg benar semua bubarin aja
1248,ini lembaga negara pasti punya power dan ego kalo misal suratnya diabaikan bukan mengabaikan tapi pb djarum kirim balasan surat ke kpai yg isinya menolak permintaan kpai sayang pb djarum kagak berani ah payah padahal lebih tua pb djarum ketimbang kpai
1249,klarifikasi dan sampling dulu definisi eksploitasi menurut kpai ini apa yoi gan dan bawa orangtua yg katanya anaknya di eksploitasi
1250,nah loh kena skak deh yaaaa nice thread gannn positif dan informatif yaaa ditunggu thread lainnya
1251,jatah preman dulu biar aman kali
1252,mungkin ada udang di balik batu untuk menjatuhkan pb djarum kpai ini katanya melindungi anak2 tapi kok harapan anak2 di putus ya stupid
1253,kpai modal cocot doang tapi ga ada bukti
1254,hehehe harusnya keputusan kayak gini memang melibatkan banyak pihak termasuk orang tua atlet itu sendiri selain itu pikirkan efek jangka panjangnya juga bagaiman nasib klub klub daerah yang bergantung ke pb djarum semoga segera teratasi masalahnya
1255,survey ke anak nasbung
1256,kpai mulai alay
1257,entah ke anak mana bingung jd tuh kpai
1258,survei berdasarkan fantasy
1259,nahhhh jadi anak mana yg dieksploitasi nice thread gannn positif dan informatif yaaa ditunggu thread lainnya
1260,tai kuda kpai apaan dah
1261,kalau ikuti maunya kpai anak anak tidak usah digali dan dikembangkan bakat dan kemampuannya cukup belajar di sekolah lalu diam di rumah tidak usah ikut kegiatan apa pun yang menguras energi mereka karena pasti dianggap exploitasi anak tidak perlu ada kompetisi menyanyi menari olah raga keterampilan apapun kapan mau maju negara dan bangsa kalau begitu cara pemikirannya kalau untuk yang positif apa yang salah sih si anak mengeluh sampai mati gitu kan tidak mau jadi apa anak anak itu nantinya kalau tidak digali bakatnya dan dibina sejak dini biar mereka mahir dan cemerlang masa depannya
1262,ahahaha mungkin kpai terlalu menggeneralisir pernyataan satu anak
1263,mending fpi bikin fatwa kalo rokok haram hukumnya biar digrebek semua warung rokok
1264,survey nya di planet namec
1265,dikota saia ada tuh sampoerna academy
1266,here we go again kpai bodoh cara pakai argumennya satu poin saja emang atlet cilik itu target marketing mereka asal mereka bangun image positif lewat asosiasi psikis itu kan sudah cukup toh cara mereka kan dengan branding terselubung dan diverifikasi hukum shut your trap card i know it yang dimainkan atlet cilik sebagai obyek bukan bikin atlet cilik jadi perokok can t you be a little more competent in defending your own arguments kpai or you have no idea tobacco industry is too smart to play with your garden variety tricks ane ga akan berhenti copas ini selama masih ada rokok persentase perokok di bawah umur selalu meningkat sejak 2 6 sampai sekarang tahun 2 19 aneh peringatan bahaya merokok semakin banyak tapi persentase perokok di bawah umur malah semakin meningkat ane buka lapak lagi di sini kurasa ane buka lapak dulu buat tunjukkan beberapa trik pertama djarum vs pb djarum ini trik branding dengan asosiasi positif djarum dapat membentuk image positif di mata masyarakat karena dia melahirkan atlet cilik dengan pasang djarum di bawah atlet cilik kita sebagai market niche akan memfokuskan atlet cilik ini cara ini disebut transfer atau asosiasi ini teknik untuk memproyeksikan kualitas positif atau negatif praise or blame dari sesuatu di sini positifnya atlet cilik dan prestasi lainnya di bawah yayasan djarum untuk membuat yang hal kedua djarum sebagai merek rokok lebih acceptable cara di sini visual seperti tuh djarum di baju atlet btw f1 dulu atlet balapnya juga dibacking industri rokok sampai akhirnya ditekuk peraturan iklan rokok berbagai belahan dunia akhirnya mundur atau direduksi logo sponsornya also bwf federasi badminton dunia juga punya aturan soal sponsorship ini setelah ini disonansi kognitif ini yang asyik pada dasarnya manusia itu lebih suka konsisten dalam hal ini djarum itu antara merek rokok atau foundation yang berkarya kita tahu rokok itu berbahaya jadi kita benci tapi prestasi negeri ini sangat baik untuk harumnya nama bangsa jadi kita suka dengan menggabungkan nama tersebut kita masyarakat lagi market niche dipaksa lewat asosiasi keduanya untuk memilih antara kita suka merek rokok juga atau kita benci prestasi atlet juga sekarang yang ane lihat mereka akan protek djarum sebagai yayasan berprestasi dan mengesampingkan kalau djarum juga merek rokok makanya mereka mati2an bela dengan argumen secara hukum itu beda well yes it is but go back to product placement dan nyinyir ganti logo aja this is all marketing tactics mereka bilang pamit itu itu sudah bahasa pr menggerakkan emosi rakyat dan mereka sukses besar jurus nyinyir mereka seperti cari lewat google maps juga taktik pr semu mereka pakai appeal to emotion tahu orang indon emosian semua and i see it a glorious clusterf k a massive success in mobilising netijen mahabenar who got trapped in aforementioned psychological tricks to burn the heretics you all are just market niche peons note i don t subscribe to argumentum ad populum you can snark and brick me all you want peons dst soal revisi uu yang bakalan sangat terjal
1267,survey nya sm anak punk yg suka nongkrong di traffic light perokok berat semua itu mah
1268,justru kpai sih yg harusnya sblm ngasih surat menuduh seperti itu klarifikasi dan sampling dulu definisi eksploitasi menurut kpai ini apa
1269,udah bola amburadul sekarang badminton terancam amburadul juga
1270,sadar dirilaah harusnya pemerintah pb djarum lebih sangat konsisten dari pada pemerintah yang urus
1271,komisi2 bangsad cacad buang2 duit negara doang
