,Kalimat,Label
1355,ah ngehek nonton tom jery nonton dikehidupan nyata mukul kepala temannya palu adegan tom jery naluri dijelasin bohongan tau sebatas hiburan bersenang senang kartun kecuali kartun ada anak menirunya,1
1356,komisi penyiaran indonesia anak anak tontonan nya,1
1357,tayangin kep,2
1358,tertawa gaesss,1
1359,kantor komisi penyiaran indonesia dijatuhin nuklir bikini bottom asyik kali ya,1
1360,beruntung banget jaman gue kartun anime kayak samurai' death note dan sebagainya kena sensor untung nonton televisi sampah televisi isinya azab an dangutan enggak jelas drama ribut bohong an uya ya giring opini politik,1
1361,gara doang namanya kartun spongebob anak tk sampai dengan kelas,1
1362,laporkan spongbob komisi pemberantasan korupsi,1
1363,yaelah acara sinetron ada adegan berantemnya dibiarkan kartun,1
1364,maklum pekerjaan komisi penyiaran indonesia,1
1365,kartun oi astagfirullah emosi,1
1366,sinetron ada adegan kekerasan komisi penyiaran indonesia bersuara,1
1367,kartun favorit,1
1368,komisi perlindungan anak indonesia komisi penyiaran indonesia berengsek piknik otaknya dengkul pola pikir anak kecol beda pola pikir anak remaja camkan united state of america ada tayangan smackdown minggu' ada anak nonton televisi nonton live united state of america orangnya suka merusak bar bar pro kekerasan susah sih berbicara orang isi otaknya dengkul piknik orang musnah indonesia mempersulit orang makan anggaran bikin peraturan,3
1369,beda gan komisi penyiaran indonesia penyiaran indonesia komisi perlindungan anak indonesia perlindungan anak indonesia,1
1370,sinetron azab isinya pembullyan psikologis cuci otak emak berpikir anak durhaka sanksi,1
1371,the simpson televisi indonesia gan famili guy itungannya film animasi anak anak wkwk,1
1372,gue nonton film lucu adegannya banyakan skipnya film action berasa film drama adegan berantemnya skip adegannya mengobrol doang,1
1373,banget gan nonton film televisi bnya skipnya bngung alur ceritanya kayak nonton televisi asyik asyik memilih channel online televisi ketat banget sensornya mutu,1
1374,banget gan kesini aneh sensornya sayangin acara acara televisi mendidik dibiarkan,1
1375,bercanda hem anime jepang bentukkannya senonoh dilaporkan,1
1376,huahahahahaa,1
1377,lebay kape i tai,3
1378,kabar ovj ngebully teman pakai timpuk properti gabus alat peraga lunak berbahaya contoh lembaga negara non kementerian beres pokoknya depannya komisi komisi penyiaran indonesia main ban sembarangan komisi pemelihan umum bikin pemilihan umum diuji kelayakan petugas mati komisi pemberantasan korupsi bikin konflik internal komisi perlindungan anak indonesia ribut bulutangkis pelecehan eksploitasi anak komisi nasional ham membela hak azasi pemerkosa gara kebiri kimia,2
1379,setuju sensor jam si waktu indonesia bagian barat,1
1380,iya kasih sangsi youtube,1
1381,sinetron adegan parah kena dasar bangcatt,3
1382,puji tuhan ada ada komisi penyiaran indonesia,1
1383,akut nih knya benahi sinetron ajang pencarian bakat kerja sama komisi perlindungan anak indonesia berani larang,1
1384,komisi penyiaran indonesia ada pekerjaan deh makan gaji buta kantor main game mencari,1
1385,bubarkan komisi penyiaran indonesia komisi perlindungan anak indonesia,1
1386,lembaga patut dibubarkan nih,1
1387,puja kerang ajaib semoga ada kerang ajaib bubarkan komisi penyiaran indonesia,1
1388,naruto kagebunsin rasengan tayang komisi penyiaran indonesia komisi perlindungan anak indonesia bubarkan,1
1389,wkwk anehhh,1
1390,heran sih pola pikir masyarakat negara gagal indon,1
1391,beruntung zaman bocah ada komisi penyiaran indonesia rx dragon ball tom jerry road runner lulus sensor,1
1392,tugas emban komisi penyiaran indonesia berat banget ya save komisi penyiaran indonesia do a ku komisi penyiaran indonesia semoga liburan ya pakai duit pribadi biar hilang kejenuhan dunia,1
1393,anjir bangkeee,2
1394,komisi penyiaran indonesia televisi swasta nya goblook,3
1395,ya dimaklumi mayoritas ngacengan,2
1396,komisi penyiaran indonesia cari perhatian nih gan sanksiin film apapun ada unsur negatif bimbingan orang tua gan,1
1397,patung disensor,1
1398,untung tom jerry disensor jaman bocah terselamatkan sensor komisi penyiaran indonesia,1
1399,menonton televisi lokal mending menonton channel,1
1400,parah nonton hellboy bioskop ilfeel bayar tiket,1
1401,sinetron indonesia inspirasi pembunuhan,1
1402,hem komisi komisi indonesia ya seakan pernyataan keputusan dipertimbangkan semoga kedepannya deh,1
1403,tayang,1
1404,beruntunglah hidup di zaman sailor venuss,1
1405,terkesan tebang pilih ya' terima kasih,1
1406,beuh gila episode an full gebukan ledakan gepeng kayaknya tom jerry kena peraturan kekerasan amerika versi animasi terbarunya minim pukulan,1
1407,coba dicari tau ketua kpinya segolongan nasi bungkus heran komisi perlindungan anak indonesia kemarin,1
1408,pekerjaan iya,1
1409,komisi perlindungan anak indonesia be like spoiler for komisi perlindungan anak indonesia,1
1410,komisi penyiaran indonesia menselektif sinetron sinetron layak anak anak gan penayangan jam jam anak menonton televisi,1
1411,lihat tom jerry mati kejang komisi perlindungan anak indonesia komisi penyiaran indonesia lembaga,2
1412,nonton spongebob ada adegan pakai kayu kawan pakai kayu komisi penyiaran indonesia tolol,3
1413,alhamdulillah gue lihat kartun cewek berbikin nonton smackdown ala celebrity death match the simpson vulgar gue proteksi adegan pukulan pas nonton adegan ciuman,1
1414,tom and jerry sadis,2
1415,komisi penyiaran indonesia komisi perlindungan anak indonesia beti,1
1416,disensorr isi siarannya talkshow sinetron acara alay bikin penonton bego belajar berbicara sopan,3
1417,ditegur ya langsung sanksi acara berani tegur banci haha uang bro pemahaman kartun takaran bayi bocah kartun ada rentang usianya bikin animasi orang dewasa dimana dimasukan pemikiran dalamnya sembarangan,3
1418,nikmat asli nonton spongebob adegan dipercepat kemarin nonton hulk ramai,1
1419,ada komisi penyiaran indonesia sailormoon dipakein celana,1
1420,komisi penyiaran indonesia jancuuk,3
1421,setuju sih gan,1
1422,bodoh gue cape mengurus orang gila,3
1423,komisi penyiaran indonesia pekok,3
1424,wkwkkwkwkkwkw,1
1425,nih square pants triangle pants,1
1426,komisi penyiaran indonesia selera humor rendahan,1
1427,tolol sih wkwk giliran adegan selingkuh lulus sensor grebek selingkuh lulus sensor maki televisi lulus sensor ya kumpulan orang goblok mencari duit ya,3
1428,pola pikir ra mutu,1
1429,otak bangsa indon mundur jaman batu,1
1430,ponakan gue nonton kartun tertawa tertawa apapun adegannya ngarti orang bertengkar orang telanjang kayak orang menangis kayak lihat kartun tertawa doang anak nonton adegan kekerasan ikuti adegan patut mental anak orang tuanya,1
1431,acara alay merusak fitrah manusia tomsamcong spongebob salahkan,3
1432,namanya kartun laporkan komuniitas kelinci hoho,1
1433,disensor pikir,1
1434,gue gerombolan sales sales khilafak masuk komisi penyiaran indonesia komisi perlindungan anak indonesia,1
1435,bha bawa bwaa,1
1436,komisi penyiaran indonesia kocak bangsat,3
1437,lembaga kakak beradik komisi perlindungan anak indonesia komisi penyiaran indonesia kkaknya berulah adiknya orang tuanya membangun ber cocoknya,1
1438,jaman batu barbar breh otaknya menciut batu,1
1439,ijazah menembak ketua komisi penyiaran indonesia anak meniru adegan kayak anak pikir kali,1
1440,nih setuju banget mendadak kayak lembaga pekerjaan pamer pekerjaan nan nya komisi penyiaran indonesia dihujat habis an,1
1441,spongebob acara jam malam ada adegan kekerasan,1
1442,wanjirrrr komisi perlindungan anak indonesia komisi penyiaran indonesia isinya orang tolol ya,3
1443,kenak sensor ya,1
1444,tai komisi penyiaran indonesia,3
1445,adegan pukulan sinetron anak zeyeng zeyeng an kabar oi tegor,1
1446,nonton televisi acara televisi indonesia kebanyakan bermutu,1
1447,tontonan anak anak diganggu komisi penyiaran indonesia kayak komisi perlindungan anak indonesia mbelain ya,1
1448,komisi penyiaran indonesia kerjamu mutu sinetron uruskan,1
1449,komisi nasional ham komisi penyiaran indonesia dungunya,3
1450,bingung spoiler for mampir gan mohon bantuannya diramaikan,1
1451,gosip acara sampah ditutup,1
1452,nonton anak namanya frekuensi publik ada aturan main beda televisi berbayar kontrol pribadi adegan kekerasan pelecehan pelem kartun dianggap melanggar adegan syur hentai masuk televisi,1
1453,pantas saja minggu film kartunnya ada berkualitas jaman gue minggu seharian film kartun subuh,1
1454,bangsat,3
1455,wkwk disensor dicut ceritanya menyambung terserah saru,1
1456,ada kartun bagus net coba deh lihat,1
1457,ya dimaklumi mayoritas ngacengan,2
1458,wanjayy cilik lihat samurai' berdarah final battle kenshin lawan shishio makoto komisi penyiaran indonesia tempik deh real tolol tidak ada pekerjaan goblok dna anjing,3
1459,untung pakai televisi kabel,1
1460,dengar orang indonesia sih,1
1461,astaga coba kemarin bunuh suami anak tirinya terinspirasi kartun sinetron,1
1462,ya alah tayangin happy tree friends,1
1463,anjir kalah komisi perlindungan anak indonesia brayy,1
1464,kartun zamannya ada lativi netflix dirusuhin kontennya _,1
1465,komisi penyiaran indonesia komisi perlindungan anak indonesia lenteran anak bodoh tolol ada otak organisasi ada pengurus background trio idiot partai keadilan sejahtera gerindra organisasi ambil kebijakan tolol goblok,3
1466,pentil ban disensor,2
1467,spongebob kena sanksi patrick,1
1468,pagi nonton serial,1
1469,bubarkan nih spongebob adegan dipotong mulu jokesnya ganti anime sport haikyuu captain tsubasa slamdunk dasar lembaga temannya komisi perlindungan anak indonesia,1
1470,menonton kartun the simpsons sehat nih otak wkwk televisi jarang menayangkan kartun ngeri kena teguran,1
1471,aneh ya nih kartun tayang tayang nya lativi pindah global ada permasalahinnya ya aneh nih komisi penyiaran indonesia wkwk,1
1472,sistem rating tontonan dikita berfungsikah orang tua dampingin anaknya nonton,1
1473,bayar kena sensor minimal,1
1474,lembaga tidak berguna bikin drama,1
1475,komisi penyiaran indonesia cen ra masuk benaran sinetron tayang disuruh berhenti mendidik anak anak,1
1476,orang otak kolot dikasih dikasih pekerjaan berkaitan teknologi kerjaannya bikin tertawa anak millenial bocah ingusan tau,2
1477,tunggu konfirmasi vidionya om botak bareng komisi perlindungan anak indonesia,1
1478,komisi penyiaran indonesia tolol,3
1479,kabar sinetron tayang sore malam mesra mesraan geng gengan bully bullyan tawur tawuran dicekal enak anak an ada sensor sensoran acara televisi kartun banget ada adekan pukulan ya fine fine ada dipraktekin temannya ampai viral kayak anak anak jaman,1
1480,auto hilang sih nih film,1
1481,kasihan anak dibatasi beralih kesitus anu hehe,1
1482,komisi penyiaran indonesia institut teknologi indonesia nya promotor televisi kabel nya bikin televisi kena sanksi seenak nya sensor biar langganan televisi kabel bebas sensor,1
1483,sinetron azab kisah nyata indosiar blokir,1
1484,dicek golongan nih anggota komisi penyiaran indonesia anu,1
1485,sinetron baku hantam ya anak suka,1
1486,viralkan kayak komisi perlindungan anak indonesia ',1
1487,iya kartun tayang belasan dioprak oprak sekaran,1
1488,takut kali kadal gurun nonton sange,2
1489,menunggu komisi penyiaran indonesia tergulung kartun perbanyak sensor artis enggak jelas pamer tete biarkan bintang tamu acara televisi,2
1490,aduh dada arca disensor tau,1
1491,bocah zaman tontonannya sinetron orang tuanya nonton anime kartun kartunnya disensor nonton telepon genggam,1
1492,tolol,3
1493,huhu kartun niatnya menghibur mestinya kena sanksi adegan adegan sinetron berfaedah contohnya lihat salah sinetron adegan presekusi ngompor in banget miris,1
1494,dipakein hijab syariat' ah,1
1495,mari pindah utup menonton spongebob nya,1
1496,ya nonton televisi sih gue menabok sih partai komunis indonesia eh komisi penyiaran indonesia,2
1497,komisi penyiaran indonesia dibenahi perjelas batas batas bikin stasiun televisi kadang was was sensor sensor takut komisi penyiaran indonesia terima kasih gan threadnya,1
1498,kabar acara anak walang sangit ada geng gengan motor ada adegan bertengkar komisi penyiaran indonesia komisi perlindungan anak indonesia,1
1499,mencemplung topik komisi penyiaran indonesia setahun kelakuannya begoknya ada progress,3
1500,film residen evil adegan tembak zombinya disensor nonton,1
1501,haha spongebob anak gan humornya dewasa,1
1502,komisi perlindungan anak indonesia ikutan ya lindungi anak tontonan,1
1503,beli hardisk blu ray player pintar televisi dan kawan kawan nonton spongebob rabids invansion episode terbaru salahkan rakyat indonesia hoby membajak ya televisi nya isinya gara gara ulah komisi penyiaran indonesia,1
1504,brownis pesbuker alay show nasibnya iya,1
1505,terbayang op tayang televisi jaman now,1
1506,anjir komisi penyiaran indonesia,1
1507,kemarin komisi perlindungan anak indonesia komisi penyiaran indonesia banget kerja nya hasilnya berdampak,1
1508,tololnya natural,3
1509,gan diberantas disangsi dibiarkan,1
1510,lapor orang tua gamis sukanya nonton sinetron azab suka kartun genrenya anggota komisi pemelihan umum kabnyakan gamis cbang si nntonya kartun buatan felix siauw,1
1511,wkwk indonesia ada siarkan one piece ada nami boa hancock blur habis habisnya,1
1512,ada aksi belaspongebob,1
1513,orang komisi penyiaran indonesia anak anak tontonan nya,1
1514,di sebuah negeri damai anak anak setia nyaman tontonan kartun dimasanya loonely tone tom jerry roadrunner mickey tikus' ' jaman berubah lenyap sfx sensor mengatur pertelivisian bak kampret kuberkata,1
1515,berefek nonton televisi stop beralih nonton web pintar televisi peduli aman satria baja hitam diribetin,1
1516,gue suka mtv celebrity death match adegan kekerasan frontal,1
1517,ya dimaklumi mayoritas ngacengan huahahahahaaaaa toket robot sensor,2
1518,lembaga negara non kementerian beres pokoknya depannya komisi komisi penyiaran indonesia main ban sembarangan komisi pemelihan umum bikin pemilihan umum diuji kelayakan petugas mati komisi pemberantasan korupsi bikin konflik internal komisi perlindungan anak indonesia ribut bulutangkis pelecehan eksploitasi anak komisi nasional ham membela hak azasi pemerkosa gara kebiri kimia banget gan setuju pendapat agan komisi ada bikin riweh kontroversi publik suka olah,1
